uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|volume|event_type|
113122729|113122729|113122729_000001|Informaciones matrimoniales_1954,- - DGS(113122729)|Informaciones matrimoniales_1954,- - DGS(113122729)|ES|Español|1954|Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-abr 1954—sept 1954|
113123340|113123340|113123340_000001|Informaciones matrimoniales_1948,- - DGS(113123340)|Informaciones matrimoniales_1948,- - DGS(113123340)|ES|Español|1948|Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-ene 1946—jul 1948|
113128440|113128440|113128440_000001|Informaciones matrimoniales_1955,- - DGS(113128440)|Informaciones matrimoniales_1955,- - DGS(113128440)|ES|Español|1955|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-oct 1954—abr 1955|
113128497|113128497|113128497_000001|Informaciones matrimoniales_1972,- - DGS(113128497)|Informaciones matrimoniales_1972,- - DGS(113128497)|ES|Español|1972|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-feb 1969—abr 1972|
113128928|113128928|113128928_000001|Informaciones matrimoniales_1956,- - DGS(113128928)|Informaciones matrimoniales_1956,- - DGS(113128928)|ES|Español|1956|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-mar 1956—dic 1956|
113129111|113129111|113129111_000001|Informaciones matrimoniales_1964,- - DGS(113129111)|Informaciones matrimoniales_1964,- - DGS(113129111)|ES|Español|1964|Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-ene 1964—oct 1964|
113129561|113129561|113129561_000001|Informaciones matrimoniales_1953,- - DGS(113129561)|Informaciones matrimoniales_1953,- - DGS(113129561)|ES|Español|1953|Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-ene 1953—ago 1953|
113130379|113130379|113130379_000001|Informaciones matrimoniales_1958,- - DGS(113130379)|Informaciones matrimoniales_1958,- - DGS(113130379)|ES|Español|1958|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-ene 1958—oct 1958|
113131058|113131058|113131058_000001|Informaciones matrimoniales_1946,- - DGS(113131058)|Informaciones matrimoniales_1946,- - DGS(113131058)|ES|Español|1946|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1946|
113132741|113132741|113132741_000001|Informaciones matrimoniales_1961,- - DGS(113132741)|Informaciones matrimoniales_1961,- - DGS(113132741)|ES|Español|1961|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1960—1961|
113133240|113133240|113133240_000001|Informaciones matrimoniales_1960,- - DGS(113133240)|Informaciones matrimoniales_1960,- - DGS(113133240)|ES|Español|1960|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-ene 1958—may 1960|
113133524|113133524|113133524_000001|Informaciones matrimoniales_1952,- - DGS(113133524)|Informaciones matrimoniales_1952,- - DGS(113133524)|ES|Español|1952|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-feb 1952—dic 1952|
113133633|113133633|113133633_000001|Informaciones matrimoniales_1983,- - DGS(113133633)|Informaciones matrimoniales_1983,- - DGS(113133633)|ES|Español|1983|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-30 sept 1978—31 dic 1983|
113133807|113133807|113133807_000001|Informaciones matrimoniales_1981,- - DGS(113133807)|Informaciones matrimoniales_1981,- - DGS(113133807)|ES|Español|1981|Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-ago 1978—jul 1981|
113133972|113133972|113133972_000001|Informaciones matrimoniales_1978,- - DGS(113133972)|Informaciones matrimoniales_1978,- - DGS(113133972)|ES|Español|1978|Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-jul 1975—jul 1978|
113134037|113134037|113134037_000001|Informaciones matrimoniales_1995,- - DGS(113134037)|Informaciones matrimoniales_1995,- - DGS(113134037)|ES|Español|1995|Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-mar 1993—dic 1995|
113134511|113134511|113134511_000001|Informaciones matrimoniales_1921,- - DGS(113134511)|Informaciones matrimoniales_1921,- - DGS(113134511)|ES|Español|1921|Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1921|
113135263|113135263|113135263_000001|Informaciones matrimoniales_1954,- - DGS(113135263)|Informaciones matrimoniales_1954,- - DGS(113135263)|ES|Español|1954|Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-ago 1953—mar 1954|
113135645|113135645|113135645_000001|Informaciones matrimoniales_1975,- - DGS(113135645)|Informaciones matrimoniales_1975,- - DGS(113135645)|ES|Español|1975|Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-may 1972—may 1975|
113136269|113136269|113136269_000001|Informaciones matrimoniales_1955,- - DGS(113136269)|Informaciones matrimoniales_1955,- - DGS(113136269)|ES|Español|1955|Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-ago 1944—mar 1955|
113137173|113137173|113137173_000001|Informaciones matrimoniales_1951,- - DGS(113137173)|Informaciones matrimoniales_1951,- - DGS(113137173)|ES|Español|1951|Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-mar 1950—mar 1951|
113139349|113139349|113139349_000001|Informaciones matrimoniales_1951,- - DGS(113139349)|Informaciones matrimoniales_1951,- - DGS(113139349)|ES|Español|1951|Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-abr 1951—dic 1951|
113140215|113140215|113140215_000001|Informaciones matrimoniales_1951,- - DGS(113140215)|Informaciones matrimoniales_1951,- - DGS(113140215)|ES|Español|1951|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-nov 1949—ene 1951|
113141799|113141799|113141799_000001|Informaciones matrimoniales_1945,- - DGS(113141799)|Informaciones matrimoniales_1945,- - DGS(113141799)|ES|Español|1945|Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1944—1945|
113143473|113143473|113143473_000001|Informaciones matrimoniales_1926,- - DGS(113143473)|Informaciones matrimoniales_1926,- - DGS(113143473)|ES|Español|1926|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1926|
113143494|113143494|113143494_000001|Informaciones matrimoniales_1948,- - DGS(113143494)|Informaciones matrimoniales_1948,- - DGS(113143494)|ES|Español|1948|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-abr 1946—ene 1948|
113143536|113143536|113143536_000001|Informaciones matrimoniales_1936,- - DGS(113143536)|Informaciones matrimoniales_1936,- - DGS(113143536)|ES|Español|1936|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1936|
113365344|113365344|113365344_000001|Matrimonios parroquiales_1909,Vol 8 - DGS(113365344)|Matrimonios parroquiales_1909,Vol 8 - DGS(113365344)|ES|Español|1909|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales|Vol 8|Matrimonios parroquiales-24 dic 1898—29 ago 1909|
113365346|113365346|113365346_000001|Defunciones parroquiales_1907,Vol 14 - DGS(113365346)|Defunciones parroquiales_1907,Vol 14 - DGS(113365346)|ES|Español|1907|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales|Vol 14|Defunciones parroquiales-9 ago 1903—6 abr 1907|
113365347|113365347|113365347_000001|Defunciones parroquiales_1894,Vol 10 - DGS(113365347)|Defunciones parroquiales_1894,Vol 10 - DGS(113365347)|ES|Español|1894|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales|Vol 10|Defunciones parroquiales-16 may 1892—18 oct 1894|
113365349|113365349|113365349_000001|Defunciones parroquiales_1945,Vol 1 - DGS(113365349)|Defunciones parroquiales_1945,Vol 1 - DGS(113365349)|ES|Español|1945|Matriz Catedral Del Callao, Callao, Callao, Perú|Defunciones parroquiales|Vol 1|Defunciones parroquiales-13 sept 1944—20 nov 1945|
113365350|113365350|113365350_000001|Índices de bautismos_1946,I - DGS(113365350)|Índices de bautismos_1946,I - DGS(113365350)|ES|Español|1946|Matriz Catedral Del Callao, Callao, Callao, Perú|Índices de bautismos|I|Índices de bautismos-1944—1946|
113365351|113365351|113365351_000001|Defunciones parroquiales_1921,Vol 17 - DGS(113365351)|Defunciones parroquiales_1921,Vol 17 - DGS(113365351)|ES|Español|1921|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales|Vol 17|Defunciones parroquiales-oct 1920—dic 1921|
113365352|113365352|113365352_000001|Defunciones parroquiales_1903,Vol 13 - DGS(113365352)|Defunciones parroquiales_1903,Vol 13 - DGS(113365352)|ES|Español|1903|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales|Vol 13|Defunciones parroquiales-28 oct 1899—6 ago 1903|
113365353|113365353|113365353_000001|Defunciones parroquiales_1896,Vol 11 - DGS(113365353)|Defunciones parroquiales_1896,Vol 11 - DGS(113365353)|ES|Español|1896|Santa Rosa, Callao, Callao, Perú|Defunciones parroquiales|Vol 11|Defunciones parroquiales-20 oct 1894—25 nov 1896|
113365354|113365354|113365354_000001|Matrimonios parroquiales_1975,Vol 1 - DGS(113365354)|Matrimonios parroquiales_1975,Vol 1 - DGS(113365354)|ES|Español|1975|Basílica Menor Santuario Nuestra Señora del Carmen, Carmen de La Legua-Reynoso, Callao, Perú|Matrimonios parroquiales|Vol 1|Matrimonios parroquiales-1960—1975|
113365355|113365355|113365355_000001|Matrimonios parroquiales_1882,Vol 5 - DGS(113365355)|Matrimonios parroquiales_1882,Vol 5 - DGS(113365355)|ES|Español|1882|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales|Vol 5|Matrimonios parroquiales-4 mar 1882—12 mar 1882|
113365356|113365356|113365356_000001|Matrimonios parroquiales_1898,Vol 7 - DGS(113365356)|Matrimonios parroquiales_1898,Vol 7 - DGS(113365356)|ES|Español|1898|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales|Vol 7|Matrimonios parroquiales-6 ene 1895—9 sept 1898|
113365357|113365357|113365357_000001|Matrimonios parroquiales_1882,Vol 4 - DGS(113365357)|Matrimonios parroquiales_1882,Vol 4 - DGS(113365357)|ES|Español|1882|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales|Vol 4|Matrimonios parroquiales-7 ene 1880—25 feb 1882|
113365358|113365358|113365358_000001|Matrimonios parroquiales_1879,Vol 4 - DGS(113365358)|Matrimonios parroquiales_1879,Vol 4 - DGS(113365358)|ES|Español|1879|Bellavista, Callao, Callao, Perú|Matrimonios parroquiales|Vol 4|Matrimonios parroquiales-13 ene 1878—30 dic 1879|
113365359|113365359|113365359_000001|Matrimonios parroquiales_1938,Vol 7 - DGS(113365359)|Matrimonios parroquiales_1938,Vol 7 - DGS(113365359)|ES|Español|1938|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales|Vol 7|Matrimonios parroquiales-1 ene 1922—30 oct 1938|
113365360|113365360|113365360_000001|Matrimonios parroquiales_1894,Vol 6 - DGS(113365360)|Matrimonios parroquiales_1894,Vol 6 - DGS(113365360)|ES|Español|1894|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales|Vol 6|Matrimonios parroquiales-12 dic 1886—25 dic 1894|
113365361|113365361|113365361_000001|Matrimonios parroquiales_1875,Vol 1 - DGS(113365361)|Matrimonios parroquiales_1875,Vol 1 - DGS(113365361)|ES|Español|1875|Santa Rosa, Callao, Callao, Perú|Matrimonios parroquiales|Vol 1|Matrimonios parroquiales-5 abr 1865—5 jul 1875|
113365362|113365362|113365362_000001|Índices de matrimonios parroquiales_1950,- - DGS(113365362)|Índices de matrimonios parroquiales_1950,- - DGS(113365362)|ES|Español|1950|Matriz Catedral Del Callao, Callao, Callao, Perú|Índices de matrimonios parroquiales|-|Índices de matrimonios parroquiales-1945—1950|
113365363|113365363|113365363_000001|Informaciones matrimoniales_1913,- - DGS(113365363)|Informaciones matrimoniales_1913,- - DGS(113365363)|ES|Español|1913|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1913|
113365364|113365364|113365364_000001|Informaciones matrimoniales_1956,- - DGS(113365364)|Informaciones matrimoniales_1956,- - DGS(113365364)|ES|Español|1956|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1932—1956|
113365365|113365365|113365365_000001|Informaciones matrimoniales_1919,- - DGS(113365365)|Informaciones matrimoniales_1919,- - DGS(113365365)|ES|Español|1919|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1919|
113365366|113365366|113365366_000001|Informaciones matrimoniales_1935,- - DGS(113365366)|Informaciones matrimoniales_1935,- - DGS(113365366)|ES|Español|1935|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-may 1935—dic 1935|
113365367|113365367|113365367_000001|Informaciones matrimoniales_1918,- - DGS(113365367)|Informaciones matrimoniales_1918,- - DGS(113365367)|ES|Español|1918|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1918|
113365368|113365368|113365368_000001|Informaciones matrimoniales_1934,- - DGS(113365368)|Informaciones matrimoniales_1934,- - DGS(113365368)|ES|Español|1934|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-jul 1933—jun 1934|
113365369|113365369|113365369_000001|Informaciones matrimoniales_1911,- - DGS(113365369)|Informaciones matrimoniales_1911,- - DGS(113365369)|ES|Español|1911|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1911|
113365370|113365370|113365370_000001|Informaciones matrimoniales_1919,- - DGS(113365370)|Informaciones matrimoniales_1919,- - DGS(113365370)|ES|Español|1919|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-ago 1919—nov 1919|
113365371|113365371|113365371_000001|Informaciones matrimoniales_1931,- - DGS(113365371)|Informaciones matrimoniales_1931,- - DGS(113365371)|ES|Español|1931|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1930—1931|
113365372|113365372|113365372_000001|Informaciones matrimoniales_1932,- - DGS(113365372)|Informaciones matrimoniales_1932,- - DGS(113365372)|ES|Español|1932|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-jun 1931—jun 1932|
113365373|113365373|113365373_000001|Informaciones matrimoniales_1912,- - DGS(113365373)|Informaciones matrimoniales_1912,- - DGS(113365373)|ES|Español|1912|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-may 1912—dic 1912|
113365374|113365374|113365374_000001|Informaciones matrimoniales_1922,- - DGS(113365374)|Informaciones matrimoniales_1922,- - DGS(113365374)|ES|Español|1922|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-sept 1922—nov 1922|
113365375|113365375|113365375_000001|Informaciones matrimoniales_1935,- - DGS(113365375)|Informaciones matrimoniales_1935,- - DGS(113365375)|ES|Español|1935|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1934—1935|
113365376|113365376|113365376_000001|Informaciones matrimoniales_1930,- - DGS(113365376)|Informaciones matrimoniales_1930,- - DGS(113365376)|ES|Español|1930|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1930|
113365377|113365377|113365377_000001|Informaciones matrimoniales_1922,- - DGS(113365377)|Informaciones matrimoniales_1922,- - DGS(113365377)|ES|Español|1922|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-ene 1922—ago 1922|
113365378|113365378|113365378_000001|Informaciones matrimoniales_1910,- - DGS(113365378)|Informaciones matrimoniales_1910,- - DGS(113365378)|ES|Español|1910|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1910|
113365379|113365379|113365379_000001|Informaciones matrimoniales_1920,- - DGS(113365379)|Informaciones matrimoniales_1920,- - DGS(113365379)|ES|Español|1920|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1920|
113365380|113365380|113365380_000001|Informaciones matrimoniales_1870,- - DGS(113365380)|Informaciones matrimoniales_1870,- - DGS(113365380)|ES|Español|1870|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1861—1870|
113365381|113365381|113365381_000001|Informaciones matrimoniales_1957,- - DGS(113365381)|Informaciones matrimoniales_1957,- - DGS(113365381)|ES|Español|1957|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-6 ene 1957—21 abr 1957|
113365382|113365382|113365382_000001|Informaciones matrimoniales_1961,- - DGS(113365382)|Informaciones matrimoniales_1961,- - DGS(113365382)|ES|Español|1961|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1959—1961|
113365383|113365383|113365383_000001|Informaciones matrimoniales_1923,- - DGS(113365383)|Informaciones matrimoniales_1923,- - DGS(113365383)|ES|Español|1923|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1923|
113365384|113365384|113365384_000001|Informaciones matrimoniales_1929,- - DGS(113365384)|Informaciones matrimoniales_1929,- - DGS(113365384)|ES|Español|1929|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1929|
113365385|113365385|113365385_000001|Informaciones matrimoniales_1869,- - DGS(113365385)|Informaciones matrimoniales_1869,- - DGS(113365385)|ES|Español|1869|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1869|
113365386|113365386|113365386_000001|Informaciones matrimoniales_1909,- - DGS(113365386)|Informaciones matrimoniales_1909,- - DGS(113365386)|ES|Español|1909|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1909|
113365387|113365387|113365387_000001|Informaciones matrimoniales_1906,- - DGS(113365387)|Informaciones matrimoniales_1906,- - DGS(113365387)|ES|Español|1906|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1906|
113365388|113365388|113365388_000001|Informaciones matrimoniales_1905,- - DGS(113365388)|Informaciones matrimoniales_1905,- - DGS(113365388)|ES|Español|1905|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1905|
113365389|113365389|113365389_000001|Informaciones matrimoniales_1907,- - DGS(113365389)|Informaciones matrimoniales_1907,- - DGS(113365389)|ES|Español|1907|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1907|
113365390|113365390|113365390_000001|Informaciones matrimoniales_1908,- - DGS(113365390)|Informaciones matrimoniales_1908,- - DGS(113365390)|ES|Español|1908|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1908|
113365391|113365391|113365391_000001|Informaciones matrimoniales_1908,-  - DGS(113365391)|Informaciones matrimoniales_1908,-  - DGS(113365391)|ES|Español|1908|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|- |Informaciones matrimoniales-may 1908—jun 1908|
113365392|113365392|113365392_000001|Informaciones matrimoniales_1908,- - DGS(113365392)|Informaciones matrimoniales_1908,- - DGS(113365392)|ES|Español|1908|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-may 1908—jun 1908|
113365394|113365394|113365394_000001|Informaciones matrimoniales_1914,- - DGS(113365394)|Informaciones matrimoniales_1914,- - DGS(113365394)|ES|Español|1914|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1914|
113365395|113365395|113365395_000001|Informaciones matrimoniales_1875,- - DGS(113365395)|Informaciones matrimoniales_1875,- - DGS(113365395)|ES|Español|1875|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1875|
113365396|113365396|113365396_000001|Informaciones matrimoniales_1902,- - DGS(113365396)|Informaciones matrimoniales_1902,- - DGS(113365396)|ES|Español|1902|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1902|
113365397|113365397|113365397_000001|Informaciones matrimoniales_1872,- - DGS(113365397)|Informaciones matrimoniales_1872,- - DGS(113365397)|ES|Español|1872|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1872|
113365398|113365398|113365398_000001|Informaciones matrimoniales_1903,- - DGS(113365398)|Informaciones matrimoniales_1903,- - DGS(113365398)|ES|Español|1903|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1903|
113365400|113365400|113365400_000001|Informaciones matrimoniales_1918,- - DGS(113365400)|Informaciones matrimoniales_1918,- - DGS(113365400)|ES|Español|1918|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1917—1918|
113365401|113365401|113365401_000001|Informaciones matrimoniales_1876,- - DGS(113365401)|Informaciones matrimoniales_1876,- - DGS(113365401)|ES|Español|1876|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1876|
113365402|113365402|113365402_000001|Informaciones matrimoniales_1874,- - DGS(113365402)|Informaciones matrimoniales_1874,- - DGS(113365402)|ES|Español|1874|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1874|
113365403|113365403|113365403_000001|Informaciones matrimoniales_1877,- - DGS(113365403)|Informaciones matrimoniales_1877,- - DGS(113365403)|ES|Español|1877|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1877|
113365404|113365404|113365404_000001|Informaciones matrimoniales_1894,- - DGS(113365404)|Informaciones matrimoniales_1894,- - DGS(113365404)|ES|Español|1894|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1894|
113365405|113365405|113365405_000001|Informaciones matrimoniales_1897,- - DGS(113365405)|Informaciones matrimoniales_1897,- - DGS(113365405)|ES|Español|1897|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1897|
113365407|113365407|113365407_000001|Informaciones matrimoniales_1925,- - DGS(113365407)|Informaciones matrimoniales_1925,- - DGS(113365407)|ES|Español|1925|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1925|
113365408|113365408|113365408_000001|Informaciones matrimoniales_1878,- - DGS(113365408)|Informaciones matrimoniales_1878,- - DGS(113365408)|ES|Español|1878|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1878|
113365409|113365409|113365409_000001|Informaciones matrimoniales_1896,- - DGS(113365409)|Informaciones matrimoniales_1896,- - DGS(113365409)|ES|Español|1896|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1896|
113365410|113365410|113365410_000001|Informaciones matrimoniales_1928,- - DGS(113365410)|Informaciones matrimoniales_1928,- - DGS(113365410)|ES|Español|1928|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1927—1928|
113365412|113365412|113365412_000001|Informaciones matrimoniales_1916,- - DGS(113365412)|Informaciones matrimoniales_1916,- - DGS(113365412)|ES|Español|1916|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1915—1916|
113365413|113365413|113365413_000001|Informaciones matrimoniales_1895,- - DGS(113365413)|Informaciones matrimoniales_1895,- - DGS(113365413)|ES|Español|1895|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1895|
113365414|113365414|113365414_000001|Informaciones matrimoniales_1924,- - DGS(113365414)|Informaciones matrimoniales_1924,- - DGS(113365414)|ES|Español|1924|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1923—1924|
113365415|113365415|113365415_000001|Informaciones matrimoniales_1871,- - DGS(113365415)|Informaciones matrimoniales_1871,- - DGS(113365415)|ES|Español|1871|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1871|
113365416|113365416|113365416_000001|Informaciones matrimoniales_1873,- - DGS(113365416)|Informaciones matrimoniales_1873,- - DGS(113365416)|ES|Español|1873|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1873|
113365417|113365417|113365417_000001|Informaciones matrimoniales_1893,- - DGS(113365417)|Informaciones matrimoniales_1893,- - DGS(113365417)|ES|Español|1893|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1893|
113365418|113365418|113365418_000001|Informaciones matrimoniales_1892,- - DGS(113365418)|Informaciones matrimoniales_1892,- - DGS(113365418)|ES|Español|1892|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1892|
113365419|113365419|113365419_000001|Informaciones matrimoniales_1891,- - DGS(113365419)|Informaciones matrimoniales_1891,- - DGS(113365419)|ES|Español|1891|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1891|
113365420|113365420|113365420_000001|Informaciones matrimoniales_1890,- - DGS(113365420)|Informaciones matrimoniales_1890,- - DGS(113365420)|ES|Español|1890|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1890|
113365421|113365421|113365421_000001|Informaciones matrimoniales_1889,- - DGS(113365421)|Informaciones matrimoniales_1889,- - DGS(113365421)|ES|Español|1889|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1889|
113365422|113365422|113365422_000001|Informaciones matrimoniales_1888,- - DGS(113365422)|Informaciones matrimoniales_1888,- - DGS(113365422)|ES|Español|1888|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1888|
113365423|113365423|113365423_000001|Informaciones matrimoniales_1887,- - DGS(113365423)|Informaciones matrimoniales_1887,- - DGS(113365423)|ES|Español|1887|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1887|
113365424|113365424|113365424_000001|Informaciones matrimoniales_1886,- - DGS(113365424)|Informaciones matrimoniales_1886,- - DGS(113365424)|ES|Español|1886|Matriz Catedral Del Callao, Callao, Callao, Perú|Informaciones matrimoniales|-|Informaciones matrimoniales-1885—1886|
