uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|volume|event_type|
106231030|106231030|106231030_000001|Confirmaciones_1_16 dic 2001–23 dic 2016,Vol 1 - DGS(106231030)|Confirmaciones_1_16 dic 2001–23 dic 2016,Vol 1 - DGS(106231030)|ES|Español|2016|San Juan Bautista, Coronel Gregorio Albarracín Lanchipa, Tacna, Tacna, Perú|Confirmaciones|Vol 1|Confirmaciones-2001—2016|
106231031|106231031|106231031_000001|Confirmaciones_San Juan Bautista_27 nov 1994–7 dic 2000,San Juan Bautista - DGS(106231031)|Confirmaciones_San Juan Bautista_27 nov 1994–7 dic 2000,San Juan Bautista - DGS(106231031)|ES|Español|2000|San Juan Bautista, Coronel Gregorio Albarracín Lanchipa, Tacna, Tacna, Perú|Confirmaciones|San Juan Bautista|Confirmaciones-1994—2000|
106231032|106231032|106231032_000001|Matrimonios_1_13 feb 1998–26 ene 2019,Vol 1 - DGS(106231032)|Matrimonios_1_13 feb 1998–26 ene 2019,Vol 1 - DGS(106231032)|ES|Español|1998|Nuestra Señora de la Candelaria, Para Grande, Tacna, Tacna, Tacna, Perú|Matrimonios parroquiales|Vol 1|Matrimonios parroquiales-feb 1998|
106231033|106231033|106231033_000001|Matrimonios_1_28 ago 1991–9 jun 2018,Vol 1 - DGS(106231033)|Matrimonios_1_28 ago 1991–9 jun 2018,Vol 1 - DGS(106231033)|ES|Español|2018|San Juan Bautista, Coronel Gregorio Albarracín Lanchipa, Tacna, Tacna, Perú|Matrimonios parroquiales|Vol 1|Matrimonios parroquiales-ago 1991—jun 2018|
106231034|106231034|106231034_000001|Bautismos_2_16 abr 1955–9 oct 1957,Vol 2 - DGS(106231034)|Bautismos_2_16 abr 1955–9 oct 1957,Vol 2 - DGS(106231034)|ES|Español|1957|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 2|Bautismos-16 abr 1955—9 oct 1957|
106231035|106231035|106231035_000001|Bautismos_3_11 oct 1957–25 nov 1959,Vol 3 - DGS(106231035)|Bautismos_3_11 oct 1957–25 nov 1959,Vol 3 - DGS(106231035)|ES|Español|1959|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 3|Bautismos-11 oct 1957—25 nov 1959|
106231036|106231036|106231036_000001|Bautismos_4_16 dic 1959–18 feb 1962,Vol 4 - DGS(106231036)|Bautismos_4_16 dic 1959–18 feb 1962,Vol 4 - DGS(106231036)|ES|Español|1962|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 4|Bautismos-16 dic 1959—18 feb 1962|
106231037|106231037|106231037_000001|Bautismos_5_19 feb 1962–19 oct 1963,Vol 5 - DGS(106231037)|Bautismos_5_19 feb 1962–19 oct 1963,Vol 5 - DGS(106231037)|ES|Español|1963|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 5|Bautismos-19 feb 1962—19 oct 1963|
106231124|106231124|106231124_000001|Bautismos_7_3 may 1965–4 sep 1966,Vol 7 - DGS(106231124)|Bautismos_7_3 may 1965–4 sep 1966,Vol 7 - DGS(106231124)|ES|Español|1966|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 7|Bautismos-3 may 1965—4 sept 1966|
106231125|106231125|106231125_000001|Bautismos_8_4 sep 1966–20 feb 1969,Vol 8 - DGS(106231125)|Bautismos_8_4 sep 1966–20 feb 1969,Vol 8 - DGS(106231125)|ES|Español|1969|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 8|Bautismos-4 sept 1966—20 feb 1969|
106231126|106231126|106231126_000001|Bautismos_9_20 feb 1969–21 jul 1971,Vol 9 - DGS(106231126)|Bautismos_9_20 feb 1969–21 jul 1971,Vol 9 - DGS(106231126)|ES|Español|1971|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 9|Bautismos-20 feb 1969—21 jul 1971|
106231127|106231127|106231127_000001|Bautismos_10_21 jul 1971–31 dic 1972,Vol 10 - DGS(106231127)|Bautismos_10_21 jul 1971–31 dic 1972,Vol 10 - DGS(106231127)|ES|Español|1972|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 10|Bautismos-21 jul 1971—31 dic 1972|
106231128|106231128|106231128_000001|Bautismos_6_20 oct 1963–2 may 1965,Vol 6 - DGS(106231128)|Bautismos_6_20 oct 1963–2 may 1965,Vol 6 - DGS(106231128)|ES|Español|1965|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 6|Bautismos-20 oct 1963—2 may 1965|
106231129|106231129|106231129_000001|Bautismos_11_1 ene 1973–7 sep 1974,Vol 11 - DGS(106231129)|Bautismos_11_1 ene 1973–7 sep 1974,Vol 11 - DGS(106231129)|ES|Español|1974|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 11|Bautismos-1 ene 1973—7 sept 1974|
106231130|106231130|106231130_000001|Bautismos_12_14 sep 1974–4 oct 1975,Vol 12 - DGS(106231130)|Bautismos_12_14 sep 1974–4 oct 1975,Vol 12 - DGS(106231130)|ES|Español|1975|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 12|Bautismos-14 sept 1974—4 oct 1975|
106231131|106231131|106231131_000001|Bautismos_13_4 oct 1975–4 sep 1976,Vol 13 - DGS(106231131)|Bautismos_13_4 oct 1975–4 sep 1976,Vol 13 - DGS(106231131)|ES|Español|1976|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 13|Bautismos-4 oct 1975—4 sept 1976|
106231132|106231132|106231132_000001|Bautismos_14_4 sep 1976–13 ago 1977,Vol 14 - DGS(106231132)|Bautismos_14_4 sep 1976–13 ago 1977,Vol 14 - DGS(106231132)|ES|Español|1977|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 14|Bautismos-4 sept 1976—13 ago 1977|
106231133|106231133|106231133_000001|Bautismos_15_13 ago 1977–22 jul 1978,Vol 15 - DGS(106231133)|Bautismos_15_13 ago 1977–22 jul 1978,Vol 15 - DGS(106231133)|ES|Español|1978|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 15|Bautismos-13 ago 1977—22 jul 1978|
106231134|106231134|106231134_000001|Bautismos_16_29 jul 1978–31 jul 1979,Vol 16 - DGS(106231134)|Bautismos_16_29 jul 1978–31 jul 1979,Vol 16 - DGS(106231134)|ES|Español|1979|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 16|Bautismos-29 jul 1978—31 jul 1979|
106231135|106231135|106231135_000001|Bautismos_17_31 jul 1979–10 ago 1980,Vol 17 - DGS(106231135)|Bautismos_17_31 jul 1979–10 ago 1980,Vol 17 - DGS(106231135)|ES|Español|1980|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 17|Bautismos-31 jul 1979—10 ago 1980|
106231136|106231136|106231136_000001|Bautismos_18_11 ago 1980–8 ago 1981,Vol 18 - DGS(106231136)|Bautismos_18_11 ago 1980–8 ago 1981,Vol 18 - DGS(106231136)|ES|Español|1981|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 18|Bautismos-11 ago 1980—8 ago 1981|
106231137|106231137|106231137_000001|Bautismos_19_8 ago 1981–25 sep 1982,Vol 19 - DGS(106231137)|Bautismos_19_8 ago 1981–25 sep 1982,Vol 19 - DGS(106231137)|ES|Español|1982|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 19|Bautismos-8 ago 1981—25 sept 1982|
106231138|106231138|106231138_000001|Bautismos_20_25 sep 1982–24 dic 1984,Vol 20 - DGS(106231138)|Bautismos_20_25 sep 1982–24 dic 1984,Vol 20 - DGS(106231138)|ES|Español|1983|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 20|Bautismos-25 sept 1982—24 dic 1983|
106231139|106231139|106231139_000001|Bautismos_21_24 dic 1983–24 jun 1985,Vol 21 - DGS(106231139)|Bautismos_21_24 dic 1983–24 jun 1985,Vol 21 - DGS(106231139)|ES|Español|1985|Espíritu Santo, Tacna, Tacna, Tacna, Tacna, Perú|Bautismos|Vol 21|Bautismos-24 dic 1983—24 jun 1985|
106364377|106364377|106364377_000001|Bautismos_4_15 ene 1926–11 jul 1931,Vol 4 - DGS(106364377)|Bautismos_4_15 ene 1926–11 jul 1931,Vol 4 - DGS(106364377)|ES|Español|1931|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 4|Bautismos-1926—1931|
106364378|106364378|106364378_000001|Bautismos_5_15 jul 1931–12 oct 1937,Vol 5 - DGS(106364378)|Bautismos_5_15 jul 1931–12 oct 1937,Vol 5 - DGS(106364378)|ES|Español|1937|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 5|Bautismos-1931—1937|
106364379|106364379|106364379_000001|Bautismos_6_15 feb 1937–19 ene 1946,Vol 6 - DGS(106364379)|Bautismos_6_15 feb 1937–19 ene 1946,Vol 6 - DGS(106364379)|ES|Español|1946|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 6|Bautismos-1937—1946|
106364380|106364380|106364380_000001|Bautismos_7_6 feb 1946–23 nov 1949,Vol 7 - DGS(106364380)|Bautismos_7_6 feb 1946–23 nov 1949,Vol 7 - DGS(106364380)|ES|Español|1949|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 7|Bautismos-1946—1949|
106364381|106364381|106364381_000001|Bautismos_8_1 ago 1951–17 ene 1953,Vol 8 - DGS(106364381)|Bautismos_8_1 ago 1951–17 ene 1953,Vol 8 - DGS(106364381)|ES|Español|1953|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 8|Bautismos-ene 1951—ene 1953|
106364382|106364382|106364382_000001|Bautismos_9_5 ene 1955–19 jul 1958,Vol 9 - DGS(106364382)|Bautismos_9_5 ene 1955–19 jul 1958,Vol 9 - DGS(106364382)|ES|Español|1958|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 9|Bautismos-1955—1958|
106364383|106364383|106364383_000001|Bautismos_10_19 jul 1958–2 sep 1962,Vol 10 - DGS(106364383)|Bautismos_10_19 jul 1958–2 sep 1962,Vol 10 - DGS(106364383)|ES|Español|1962|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 10|Bautismos-1958—1962|
106364384|106364384|106364384_000001|Bautismos_11_1 sep 1962–11 jul 1964,Vol 11 - DGS(106364384)|Bautismos_11_1 sep 1962–11 jul 1964,Vol 11 - DGS(106364384)|ES|Español|1964|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 11|Bautismos-1962—1964|
106364385|106364385|106364385_000001|Bautismos_12_8 jul 1964–20 ene 1966,Vol 12 - DGS(106364385)|Bautismos_12_8 jul 1964–20 ene 1966,Vol 12 - DGS(106364385)|ES|Español|1966|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 12|Bautismos-1964—1966|
106364386|106364386|106364386_000001|Bautismos_13_25 jun 1966–23 jun 1968,Vol 13 - DGS(106364386)|Bautismos_13_25 jun 1966–23 jun 1968,Vol 13 - DGS(106364386)|ES|Español|1968|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 13|Bautismos-1966—1968|
106364387|106364387|106364387_000001|Bautismos_14_23 jun 1968–20 feb 1970,Vol 14 - DGS(106364387)|Bautismos_14_23 jun 1968–20 feb 1970,Vol 14 - DGS(106364387)|ES|Español|1970|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 14|Bautismos-1968—1970|
106364388|106364388|106364388_000001|Bautismos_15_20 feb 1970–18 sep 1971,Vol 15 - DGS(106364388)|Bautismos_15_20 feb 1970–18 sep 1971,Vol 15 - DGS(106364388)|ES|Español|1971|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 15|Bautismos-1970—1971|
106364389|106364389|106364389_000001|Bautismos_16_18 sep 1971–6 jul 1973,Vol 16 - DGS(106364389)|Bautismos_16_18 sep 1971–6 jul 1973,Vol 16 - DGS(106364389)|ES|Español|1973|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 16|Bautismos-1971—1973|
106364390|106364390|106364390_000001|Bautismos_17_7 jul 1973–6 abr 1975,Vol 17 - DGS(106364390)|Bautismos_17_7 jul 1973–6 abr 1975,Vol 17 - DGS(106364390)|ES|Español|1975|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 17|Bautismos-1973—1975|
106364391|106364391|106364391_000001|Bautismos_18_8 abr 1975–8 dic 1976,Vol 18 - DGS(106364391)|Bautismos_18_8 abr 1975–8 dic 1976,Vol 18 - DGS(106364391)|ES|Español|1976|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 18|Bautismos-1975—1976|
106364392|106364392|106364392_000001|Bautismos_19_8 dic 1976–12 ago 1978,Vol 19 - DGS(106364392)|Bautismos_19_8 dic 1976–12 ago 1978,Vol 19 - DGS(106364392)|ES|Español|1978|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 19|Bautismos-1976—1978|
106364393|106364393|106364393_000001|Bautismos_20_12 ago 1978–29 ene 1980,Vol 20 - DGS(106364393)|Bautismos_20_12 ago 1978–29 ene 1980,Vol 20 - DGS(106364393)|ES|Español|1980|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 20|Bautismos-1978—1980|
106364394|106364394|106364394_000001|Bautismos_21_29 ene 1980–8 sep 1981,Vol 21 - DGS(106364394)|Bautismos_21_29 ene 1980–8 sep 1981,Vol 21 - DGS(106364394)|ES|Español|1981|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 21|Bautismos-1980—1981|
106364395|106364395|106364395_000001|Bautismos_22_11 sep 1981–19 oct 1983,Vol 22 - DGS(106364395)|Bautismos_22_11 sep 1981–19 oct 1983,Vol 22 - DGS(106364395)|ES|Español|1983|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 22|Bautismos-1981—1983|
106364396|106364396|106364396_000001|Bautismos_23_19 nov 1983–14 dic 1985,Vol 23 - DGS(106364396)|Bautismos_23_19 nov 1983–14 dic 1985,Vol 23 - DGS(106364396)|ES|Español|1985|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 23|Bautismos-1983—1985|
106364397|106364397|106364397_000001|Bautismos_24_14 dic 1985–8 oct 1988,Vol 24 - DGS(106364397)|Bautismos_24_14 dic 1985–8 oct 1988,Vol 24 - DGS(106364397)|ES|Español|1988|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 24|Bautismos-1985—1988|
106364398|106364398|106364398_000001|Bautismos_25_8 oct 1988–23 feb 1991,Vol 25 - DGS(106364398)|Bautismos_25_8 oct 1988–23 feb 1991,Vol 25 - DGS(106364398)|ES|Español|1991|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 25|Bautismos-1988—1991|
106364399|106364399|106364399_000001|Bautismos_26_23 feb 1991–12 jun 1993,Vol 26 - DGS(106364399)|Bautismos_26_23 feb 1991–12 jun 1993,Vol 26 - DGS(106364399)|ES|Español|1993|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 26|Bautismos-1991—1993|
106364400|106364400|106364400_000001|Bautismos_27_19 jun 1993–26 ago 1995,Vol 27 - DGS(106364400)|Bautismos_27_19 jun 1993–26 ago 1995,Vol 27 - DGS(106364400)|ES|Español|1995|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 27|Bautismos-1993—1995|
106364401|106364401|106364401_000001|Bautismos_28_26 ago 1995–27 sep 1997,Vol 28 - DGS(106364401)|Bautismos_28_26 ago 1995–27 sep 1997,Vol 28 - DGS(106364401)|ES|Español|1997|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 28|Bautismos-1995—1997|
106364402|106364402|106364402_000001|Bautismos_29_27 sep 1997–4 sep 1999,Vol 29 - DGS(106364402)|Bautismos_29_27 sep 1997–4 sep 1999,Vol 29 - DGS(106364402)|ES|Español|1999|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 29|Bautismos-1997—1999|
106364403|106364403|106364403_000001|Bautismos_30_4 sep 1999–3 ago 2002,Vol 30 - DGS(106364403)|Bautismos_30_4 sep 1999–3 ago 2002,Vol 30 - DGS(106364403)|ES|Español|2002|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 30|Bautismos-1999—2002|
106364404|106364404|106364404_000001|Bautismos_31_9 ago 2002–18 jun 2005,Vol 31 - DGS(106364404)|Bautismos_31_9 ago 2002–18 jun 2005,Vol 31 - DGS(106364404)|ES|Español|2005|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 31|Bautismos-2002—2005|
106364405|106364405|106364405_000001|Bautismos_32_18 jun 2005–19 abr 2007,Vol 32 - DGS(106364405)|Bautismos_32_18 jun 2005–19 abr 2007,Vol 32 - DGS(106364405)|ES|Español|2007|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 32|Bautismos-2005—2007|
106364406|106364406|106364406_000001|Bautismos_33_19 abr 2008–13 oct 2012,Vol 33 - DGS(106364406)|Bautismos_33_19 abr 2008–13 oct 2012,Vol 33 - DGS(106364406)|ES|Español|2012|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 33|Bautismos-2008—2012|
106364407|106364407|106364407_000001|Bautismos_34_13 oct 2012–10 nov 2018,Vol 34 - DGS(106364407)|Bautismos_34_13 oct 2012–10 nov 2018,Vol 34 - DGS(106364407)|ES|Español|2017|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 34|Bautismos-2012—2017|
106364408|106364408|106364408_000001|Bautismos_34_10 nov 2018–19 mar 2019,Vol 34 - DGS(106364408)|Bautismos_34_10 nov 2018–19 mar 2019,Vol 34 - DGS(106364408)|ES|Español|2020|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 34|Bautismos-2018—2020|
106364409|106364409|106364409_000001|Matrimonios_8_1944–1960,Vol 8 - DGS(106364409)|Matrimonios_8_1944–1960,Vol 8 - DGS(106364409)|ES|Español|1960|Ilo, Ilo, Ilo, Moquegua, Perú|Matrimonios parroquiales|Vol 8|Matrimonios parroquiales-1944—1960|
106364410|106364410|106364410_000001|Matrimonios_9_1960–1964,Vol 9 - DGS(106364410)|Matrimonios_9_1960–1964,Vol 9 - DGS(106364410)|ES|Español|1964|Ilo, Ilo, Ilo, Moquegua, Perú|Matrimonios parroquiales|Vol 9|Matrimonios parroquiales-1960—1964|
106364411|106364411|106364411_000001|Matrimonios_10_1964–1966,Vol 10 - DGS(106364411)|Matrimonios_10_1964–1966,Vol 10 - DGS(106364411)|ES|Español|1966|Ilo, Ilo, Ilo, Moquegua, Perú|Matrimonios parroquiales|Vol 10|Matrimonios parroquiales-1964—1966|
106364412|106364412|106364412_000001|Matrimonios_11_1966–1969,Vol 11 - DGS(106364412)|Matrimonios_11_1966–1969,Vol 11 - DGS(106364412)|ES|Español|1969|Ilo, Ilo, Ilo, Moquegua, Perú|Matrimonios parroquiales|Vol 11|Matrimonios parroquiales-1966—1969|
106364413|106364413|106364413_000001|Matrimonios_12_1969–1971,Vol 12 - DGS(106364413)|Matrimonios_12_1969–1971,Vol 12 - DGS(106364413)|ES|Español|1971|Ilo, Ilo, Ilo, Moquegua, Perú|Matrimonios parroquiales|Vol 12|Matrimonios parroquiales-1969—1971|
106364414|106364414|106364414_000001|Matrimonios_13_1971–1974,Vol 13 - DGS(106364414)|Matrimonios_13_1971–1974,Vol 13 - DGS(106364414)|ES|Español|1974|Ilo, Ilo, Ilo, Moquegua, Perú|Matrimonios parroquiales|Vol 13|Matrimonios parroquiales-1971—1974|
106364415|106364415|106364415_000001|Matrimonios_14_1974–1976,Vol 14 - DGS(106364415)|Matrimonios_14_1974–1976,Vol 14 - DGS(106364415)|ES|Español|1976|Ilo, Ilo, Ilo, Moquegua, Perú|Matrimonios parroquiales|Vol 14|Matrimonios parroquiales-1974—1976|
106364416|106364416|106364416_000001|Matrimonios_15_1976–1982,Vol 15 - DGS(106364416)|Matrimonios_15_1976–1982,Vol 15 - DGS(106364416)|ES|Español|1982|Ilo, Ilo, Ilo, Moquegua, Perú|Matrimonios parroquiales|Vol 15|Matrimonios parroquiales-1976—1982|
106364417|106364417|106364417_000001|Matrimonios_16_1986–1989,Vol 16 - DGS(106364417)|Matrimonios_16_1986–1989,Vol 16 - DGS(106364417)|ES|Español|1989|Ilo, Ilo, Ilo, Moquegua, Perú|Matrimonios parroquiales|Vol 16|Matrimonios parroquiales-1986—1989|
106364418|106364418|106364418_000001|Matrimonios_17_1989–1995,Vol 17 - DGS(106364418)|Matrimonios_17_1989–1995,Vol 17 - DGS(106364418)|ES|Español|1995|Ilo, Ilo, Ilo, Moquegua, Perú|Matrimonios parroquiales|Vol 17|Matrimonios parroquiales-1989—1995|
106364419|106364419|106364419_000001|Matrimonios_18_1998–2016,Vol 18 - DGS(106364419)|Matrimonios_18_1998–2016,Vol 18 - DGS(106364419)|ES|Español|2016|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Matrimonios parroquiales|Vol 18|Matrimonios parroquiales-1998—2016|
106364420|106364420|106364420_000001|Matrimonios_19_2017–2019,Vol 19 - DGS(106364420)|Matrimonios_19_2017–2019,Vol 19 - DGS(106364420)|ES|Español|2019|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Matrimonios parroquiales|Vol 19|Matrimonios parroquiales-dic 2017—mar 2019|
106364421|106364421|106364421_000001|Confirmaciones_1_1952–1960,Vol 1 - DGS(106364421)|Confirmaciones_1_1952–1960,Vol 1 - DGS(106364421)|ES|Español|1960|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Confirmaciones|Vol 1|Confirmaciones-1952—1960|
106364422|106364422|106364422_000001|Confirmaciones_2_1961–1999,Vol 2 - DGS(106364422)|Confirmaciones_2_1961–1999,Vol 2 - DGS(106364422)|ES|Español|1999|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Confirmaciones|Vol 2|Confirmaciones-1961—1999|
106364423|106364423|106364423_000001|Confirmaciones_3_2000–2014,Vol 3 - DGS(106364423)|Confirmaciones_3_2000–2014,Vol 3 - DGS(106364423)|ES|Español|2014|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Confirmaciones|Vol 3|Confirmaciones-2000—2014|
106364424|106364424|106364424_000001|Confirmaciones_4_2009–2014,Vol 4 - DGS(106364424)|Confirmaciones_4_2009–2014,Vol 4 - DGS(106364424)|ES|Español|2014|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Confirmaciones|Vol 4|Confirmaciones-2009—2014|
106364425|106364425|106364425_000001|Confirmaciones_Ilo_24 nov 2009–27 nov 2010,Ilo - DGS(106364425)|Confirmaciones_Ilo_24 nov 2009–27 nov 2010,Ilo - DGS(106364425)|ES|Español|1996|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Confirmaciones|Ilo|Confirmaciones-1992—1996|
106364426|106364426|106364426_000001|Defunciones_12_1888–1944,Vol 12 - DGS(106364426)|Defunciones_12_1888–1944,Vol 12 - DGS(106364426)|ES|Español|1940|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Defunciones parroquiales|Vol 12|Defunciones parroquiales-1888—1940|
106364427|106364427|106364427_000001|Bautismos_Ilo_4 ago 1997–3 may 1998,Ilo - DGS(106364427)|Bautismos_Ilo_4 ago 1997–3 may 1998,Ilo - DGS(106364427)|ES|Español|1998|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Bautismos|Ilo|Bautismos-ago 1997—may 1998|
106364428|106364428|106364428_000001|Confirmaciones_5_30 nov 2014–1 oct 2018,Vol 5 - DGS(106364428)|Confirmaciones_5_30 nov 2014–1 oct 2018,Vol 5 - DGS(106364428)|ES|Español|2017|San Jerónimo, Ilo, Ilo, Moquegua, Perú|Confirmaciones|Vol 5|Confirmaciones-2014—2017|
106364429|106364429|106364429_000001|Bautismos_1_26 ago 1969–1 feb 1986,Vol 1 - DGS(106364429)|Bautismos_1_26 ago 1969–1 feb 1986,Vol 1 - DGS(106364429)|ES|Español|1986|Cristo Rey, Ilo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 1|Bautismos-26 ago 1969—1 feb 1986|
106364430|106364430|106364430_000001|Bautismos_2_1 feb 1986–24 nov 1991,Vol 2 - DGS(106364430)|Bautismos_2_1 feb 1986–24 nov 1991,Vol 2 - DGS(106364430)|ES|Español|1991|Cristo Rey, Ilo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 2|Bautismos-1 feb 1986—24 nov 1991|
106364474|106364474|106364474_000001|Bautismos_3_24 nov 1991–28 nov 1998,Vol 3 - DGS(106364474)|Bautismos_3_24 nov 1991–28 nov 1998,Vol 3 - DGS(106364474)|ES|Español|1998|Cristo Rey, Ilo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 3|Bautismos-24 nov 1991—28 nov 1998|
106364475|106364475|106364475_000001|Bautismos_4_16 nov 1997–10 nov 2001,Vol 4 - DGS(106364475)|Bautismos_4_16 nov 1997–10 nov 2001,Vol 4 - DGS(106364475)|ES|Español|2001|Cristo Rey, Ilo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 4|Bautismos-16 nov 1997—10 nov 2001|
106364476|106364476|106364476_000001|Bautismos_5_10 nov 2001–19 dic 2004,Vol 5 - DGS(106364476)|Bautismos_5_10 nov 2001–19 dic 2004,Vol 5 - DGS(106364476)|ES|Español|2004|Cristo Rey, Ilo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 5|Bautismos-10 nov 2001—19 dic 2004|
106364477|106364477|106364477_000001|Bautismos_6_11 dic 2004–29 dic 2007,Vol 6 - DGS(106364477)|Bautismos_6_11 dic 2004–29 dic 2007,Vol 6 - DGS(106364477)|ES|Español|2007|Cristo Rey, Ilo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 6|Bautismos-11 dic 2004—29 dic 2007|
106364478|106364478|106364478_000001|Bautismos_7_29 dic 2007–15 oct 2011,Vol 7 - DGS(106364478)|Bautismos_7_29 dic 2007–15 oct 2011,Vol 7 - DGS(106364478)|ES|Español|2011|Cristo Rey, Ilo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 7|Bautismos-29 dic 2007—15 oct 2011|
106364479|106364479|106364479_000001|Bautismos_8_15 oct 2011–29 sep 2018,Vol 8 - DGS(106364479)|Bautismos_8_15 oct 2011–29 sep 2018,Vol 8 - DGS(106364479)|ES|Español|2018|Cristo Rey, Ilo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 8|Bautismos-15 oct 2011—29 sept 2018|
106364480|106364480|106364480_000001|Bautismos_9_20 oct 2018–31 mar 2019,Vol 9 - DGS(106364480)|Bautismos_9_20 oct 2018–31 mar 2019,Vol 9 - DGS(106364480)|ES|Español|2019|Cristo Rey, Ilo, Ilo, Ilo, Moquegua, Perú|Bautismos|Vol 9|Bautismos-20 oct 2018—31 mar 2019|
