Expedia ID,Regulatory Compliant,Images,Number of Bedrooms,Number of Bathrooms,Active Products,Sufficient Inventory
110934592,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110932160,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110934451,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110932115,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110932104,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110934440,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110934417,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110897818,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110897800,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110934354,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110897691,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110934346,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110934339,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110934315,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110934289,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110894680,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110934606,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110932199,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110872539,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110933576,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110933541,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110933516,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110933391,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110872473,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110872405,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110933133,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110933096,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110871950,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110932436,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110871749,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110870246,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110934790,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110870215,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110932352,N/A,TRUE,N/A,TRUE,TRUE,TRUE
110932229,N/A,TRUE,N/A,TRUE,TRUE,TRUE
