uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|event_type
5158718|5158718|005158718_000001|Nacimientos 1977 - DGS(005158718)|Nacimientos 1977 - DGS(005158718)|ES|Español|1977/1977|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158719|5158719|005158719_000001|Nacimientos 1977 - DGS(005158719)|Nacimientos 1977 - DGS(005158719)|ES|Español|1977/1977|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158720|5158720|005158720_000001|Nacimientos 1977 - DGS(005158720)|Nacimientos 1977 - DGS(005158720)|ES|Español|1977/1977|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158721|5158721|005158721_000001|Nacimientos 1974 - DGS(005158721)|Nacimientos 1974 - DGS(005158721)|ES|Español|1974/1974|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158722|5158722|005158722_000001|Nacimientos 1974 - DGS(005158722)|Nacimientos 1974 - DGS(005158722)|ES|Español|1974/1974|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158723|5158723|005158723_000001|Nacimientos 1975 - DGS(005158723)|Nacimientos 1975 - DGS(005158723)|ES|Español|1975/1975|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158724|5158724|005158724_000001|Nacimientos 1975 - DGS(005158724)|Nacimientos 1975 - DGS(005158724)|ES|Español|1975/1975|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158725|5158725|005158725_000001|Nacimientos 1976 - DGS(005158725)|Nacimientos 1976 - DGS(005158725)|ES|Español|1976/1976|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158726|5158726|005158726_000001|Nacimientos 1977 - DGS(005158726)|Nacimientos 1977 - DGS(005158726)|ES|Español|1977/1977|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158727|5158727|005158727_000001|Nacimientos 1977 - DGS(005158727)|Nacimientos 1977 - DGS(005158727)|ES|Español|1977/1977|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158728|5158728|005158728_000001|Nacimientos 1978 - DGS(005158728)|Nacimientos 1978 - DGS(005158728)|ES|Español|1978/1978|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158729|5158729|005158729_000001|Nacimientos 1978 - DGS(005158729)|Nacimientos 1978 - DGS(005158729)|ES|Español|1978/1978|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158730|5158730|005158730_000001|Nacimientos 1980 - DGS(005158730)|Nacimientos 1980 - DGS(005158730)|ES|Español|1980/1980|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158731|5158731|005158731_000001|Nacimientos 1980 - DGS(005158731)|Nacimientos 1980 - DGS(005158731)|ES|Español|1980/1980|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158732|5158732|005158732_000001|Nacimientos 1980 - DGS(005158732)|Nacimientos 1980 - DGS(005158732)|ES|Español|1980/1980|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158733|5158733|005158733_000001|Nacimientos 1980 - DGS(005158733)|Nacimientos 1980 - DGS(005158733)|ES|Español|1980/1980|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158734|5158734|005158734_000001|Nacimientos 1981 - DGS(005158734)|Nacimientos 1981 - DGS(005158734)|ES|Español|1981/1981|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158735|5158735|005158735_000001|Nacimientos 1981 - DGS(005158735)|Nacimientos 1981 - DGS(005158735)|ES|Español|1981/1981|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158736|5158736|005158736_000001|Nacimientos 1981 - DGS(005158736)|Nacimientos 1981 - DGS(005158736)|ES|Español|1981/1981|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158737|5158737|005158737_000001|Nacimientos 1981 - DGS(005158737)|Nacimientos 1981 - DGS(005158737)|ES|Español|1981/1981|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158738|5158738|005158738_000001|Nacimientos 1982 - DGS(005158738)|Nacimientos 1982 - DGS(005158738)|ES|Español|1982/1982|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158739|5158739|005158739_000001|Nacimientos 1982 - DGS(005158739)|Nacimientos 1982 - DGS(005158739)|ES|Español|1982/1982|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158740|5158740|005158740_000001|Nacimientos 1982 - DGS(005158740)|Nacimientos 1982 - DGS(005158740)|ES|Español|1982/1982|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158741|5158741|005158741_000001|Nacimientos 1983 - DGS(005158741)|Nacimientos 1983 - DGS(005158741)|ES|Español|1983/1983|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158742|5158742|005158742_000001|Nacimientos 1983 - DGS(005158742)|Nacimientos 1983 - DGS(005158742)|ES|Español|1983/1983|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158743|5158743|005158743_000001|Nacimientos 1984 - DGS(005158743)|Nacimientos 1984 - DGS(005158743)|ES|Español|1984/1984|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158744|5158744|005158744_000001|Nacimientos 1984 - DGS(005158744)|Nacimientos 1984 - DGS(005158744)|ES|Español|1984/1984|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158745|5158745|005158745_000001|Nacimientos 1986 - DGS(005158745)|Nacimientos 1986 - DGS(005158745)|ES|Español|1986/1986|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158746|5158746|005158746_000001|Nacimientos 1986 - DGS(005158746)|Nacimientos 1986 - DGS(005158746)|ES|Español|1986/1986|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158747|5158747|005158747_000001|Nacimientos 1986 - DGS(005158747)|Nacimientos 1986 - DGS(005158747)|ES|Español|1986/1986|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158748|5158748|005158748_000001|Nacimientos 1986 - DGS(005158748)|Nacimientos 1986 - DGS(005158748)|ES|Español|1986/1986|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158749|5158749|005158749_000001|Nacimientos 1974 - DGS(005158749)|Nacimientos 1974 - DGS(005158749)|ES|Español|1974/1974|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158750|5158750|005158750_000001|Nacimientos 1974 - DGS(005158750)|Nacimientos 1974 - DGS(005158750)|ES|Español|1974/1974|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158751|5158751|005158751_000001|Nacimientos 1974 - DGS(005158751)|Nacimientos 1974 - DGS(005158751)|ES|Español|1974/1974|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158752|5158752|005158752_000001|Nacimientos 1974 - DGS(005158752)|Nacimientos 1974 - DGS(005158752)|ES|Español|1974/1974|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158753|5158753|005158753_000001|Nacimientos 1974 - DGS(005158753)|Nacimientos 1974 - DGS(005158753)|ES|Español|1974/1974|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158754|5158754|005158754_000001|Nacimientos 1986 - DGS(005158754)|Nacimientos 1986 - DGS(005158754)|ES|Español|1986/1986|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158755|5158755|005158755_000001|Nacimientos 1975 - DGS(005158755)|Nacimientos 1975 - DGS(005158755)|ES|Español|1975/1975|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158756|5158756|005158756_000001|Nacimientos 1975 - DGS(005158756)|Nacimientos 1975 - DGS(005158756)|ES|Español|1975/1975|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158757|5158757|005158757_000001|Nacimientos 1975 - DGS(005158757)|Nacimientos 1975 - DGS(005158757)|ES|Español|1975/1975|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158758|5158758|005158758_000001|Nacimientos 1975 - DGS(005158758)|Nacimientos 1975 - DGS(005158758)|ES|Español|1975/1975|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158759|5158759|005158759_000001|Nacimientos 1975 - DGS(005158759)|Nacimientos 1975 - DGS(005158759)|ES|Español|1975/1975|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158760|5158760|005158760_000001|Nacimientos 1975 - DGS(005158760)|Nacimientos 1975 - DGS(005158760)|ES|Español|1975/1975|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158778|5158778|005158778_000001|Defunciones 1985 - DGS(005158778)|Defunciones 1985 - DGS(005158778)|ES|Español|1985/1985|Monsefú, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158779|5158779|005158779_000001|Certificados de defunción 1986 - DGS(005158779)|Certificados de defunción 1986 - DGS(005158779)|ES|Español|1986/1986|Monsefú, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158780|5158780|005158780_000001|Defunciones 1987 - DGS(005158780)|Defunciones 1987 - DGS(005158780)|ES|Español|1987/1987|Monsefú, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158781|5158781|005158781_000001|Defunciones 1988 - DGS(005158781)|Defunciones 1988 - DGS(005158781)|ES|Español|1988/1988|Monsefú, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158782|5158782|005158782_000001|Certificados de defunción 1989 - DGS(005158782)|Certificados de defunción 1989 - DGS(005158782)|ES|Español|1989/1989|Monsefú, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158783|5158783|005158783_000001|Certificados de defunción 1990 - DGS(005158783)|Certificados de defunción 1990 - DGS(005158783)|ES|Español|1990/1990|Monsefú, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158784|5158784|005158784_000001|Defunciones 1991 - DGS(005158784)|Defunciones 1991 - DGS(005158784)|ES|Español|1991/1991|Monsefú, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158785|5158785|005158785_000001|Defunciones 1992 - DGS(005158785)|Defunciones 1992 - DGS(005158785)|ES|Español|1992/1992|Monsefú, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158786|5158786|005158786_000001|Defunciones 1993 - DGS(005158786)|Defunciones 1993 - DGS(005158786)|ES|Español|1993/1993|Monsefú, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158787|5158787|005158787_000001|Defunciones 1994 - DGS(005158787)|Defunciones 1994 - DGS(005158787)|ES|Español|1994/1994|Monsefú, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158788|5158788|005158788_000001|Certificados de defunción 1995 - DGS(005158788)|Certificados de defunción 1995 - DGS(005158788)|ES|Español|1995/1995|Monsefú, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158789|5158789|005158789_000001|Defunciones 1997 - DGS(005158789)|Defunciones 1997 - DGS(005158789)|ES|Español|1997/1997|Monsefú, Chiclayo, Lambayeque, Perú|Defunción|Defunción
5158790|5158790|005158790_000001|Matrimonios 1985 - DGS(005158790)|Matrimonios 1985 - DGS(005158790)|ES|Español|1985/1985|Monsefú, Chiclayo, Lambayeque, Perú|Matrimonio|Matrimonio
5158791|5158791|005158791_000001|Matrimonios 1986 - DGS(005158791)|Matrimonios 1986 - DGS(005158791)|ES|Español|1986/1986|Monsefú, Chiclayo, Lambayeque, Perú|Matrimonio|Matrimonio
5158792|5158792|005158792_000001|Matrimonios 1987 - DGS(005158792)|Matrimonios 1987 - DGS(005158792)|ES|Español|1987/1987|Monsefú, Chiclayo, Lambayeque, Perú|Matrimonio|Matrimonio
5158793|5158793|005158793_000001|Matrimonios 1988 - DGS(005158793)|Matrimonios 1988 - DGS(005158793)|ES|Español|1988/1988|Monsefú, Chiclayo, Lambayeque, Perú|Matrimonio|Matrimonio
5158794|5158794|005158794_000001|Matrimonios 1989 - DGS(005158794)|Matrimonios 1989 - DGS(005158794)|ES|Español|1989/1989|Monsefú, Chiclayo, Lambayeque, Perú|Matrimonio|Matrimonio
5158795|5158795|005158795_000001|Matrimonios 1990 - DGS(005158795)|Matrimonios 1990 - DGS(005158795)|ES|Español|1990/1990|Monsefú, Chiclayo, Lambayeque, Perú|Matrimonio|Matrimonio
5158796|5158796|005158796_000001|Matrimonios 1993 - DGS(005158796)|Matrimonios 1993 - DGS(005158796)|ES|Español|1993/1993|Monsefú, Chiclayo, Lambayeque, Perú|Matrimonio|Matrimonio
5158797|5158797|005158797_000001|Matrimonios 1995 - DGS(005158797)|Matrimonios 1995 - DGS(005158797)|ES|Español|1995/1995|Monsefú, Chiclayo, Lambayeque, Perú|Matrimonio|Matrimonio
5158798|5158798|005158798_000001|Nacimientos 1991 - DGS(005158798)|Nacimientos 1991 - DGS(005158798)|ES|Español|1991/1991|Monsefú, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158799|5158799|005158799_000001|Nacimientos 1988 - DGS(005158799)|Nacimientos 1988 - DGS(005158799)|ES|Español|1988/1988|Monsefú, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158800|5158800|005158800_000001|Nacimientos 1980 - DGS(005158800)|Nacimientos 1980 - DGS(005158800)|ES|Español|1980/1980|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158801|5158801|005158801_000001|Nacimientos 1981 - DGS(005158801)|Nacimientos 1981 - DGS(005158801)|ES|Español|1981/1981|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158802|5158802|005158802_000001|Nacimientos 1981 - DGS(005158802)|Nacimientos 1981 - DGS(005158802)|ES|Español|1981/1981|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158803|5158803|005158803_000001|Nacimientos 1981 - DGS(005158803)|Nacimientos 1981 - DGS(005158803)|ES|Español|1981/1981|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158804|5158804|005158804_000001|Nacimientos 1986 - DGS(005158804)|Nacimientos 1986 - DGS(005158804)|ES|Español|1986/1986|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158805|5158805|005158805_000001|Nacimientos 1982 - DGS(005158805)|Nacimientos 1982 - DGS(005158805)|ES|Español|1982/1982|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158806|5158806|005158806_000001|Nacimientos 1983 - DGS(005158806)|Nacimientos 1983 - DGS(005158806)|ES|Español|1983/1983|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158807|5158807|005158807_000001|Nacimientos 1983 - DGS(005158807)|Nacimientos 1983 - DGS(005158807)|ES|Español|1983/1983|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158808|5158808|005158808_000001|Nacimientos 1983 - DGS(005158808)|Nacimientos 1983 - DGS(005158808)|ES|Español|1983/1983|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158809|5158809|005158809_000001|Nacimientos 1983 - DGS(005158809)|Nacimientos 1983 - DGS(005158809)|ES|Español|1983/1983|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158810|5158810|005158810_000001|Nacimientos 1984 - DGS(005158810)|Nacimientos 1984 - DGS(005158810)|ES|Español|1984/1984|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158811|5158811|005158811_000001|Nacimientos 1984 - DGS(005158811)|Nacimientos 1984 - DGS(005158811)|ES|Español|1984/1984|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158812|5158812|005158812_000001|Nacimientos 1984 - DGS(005158812)|Nacimientos 1984 - DGS(005158812)|ES|Español|1984/1984|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158813|5158813|005158813_000001|Nacimientos 1984 - DGS(005158813)|Nacimientos 1984 - DGS(005158813)|ES|Español|1984/1984|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158814|5158814|005158814_000001|Nacimientos 1985 - DGS(005158814)|Nacimientos 1985 - DGS(005158814)|ES|Español|1985/1985|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158815|5158815|005158815_000001|Nacimientos 1985 - DGS(005158815)|Nacimientos 1985 - DGS(005158815)|ES|Español|1985/1985|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158816|5158816|005158816_000001|Nacimientos 1985 - DGS(005158816)|Nacimientos 1985 - DGS(005158816)|ES|Español|1985/1985|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158817|5158817|005158817_000001|Nacimientos 1986 - DGS(005158817)|Nacimientos 1986 - DGS(005158817)|ES|Español|1986/1986|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158818|5158818|005158818_000001|Nacimientos 1986 - DGS(005158818)|Nacimientos 1986 - DGS(005158818)|ES|Español|1986/1986|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158819|5158819|005158819_000001|Nacimientos 1986 - DGS(005158819)|Nacimientos 1986 - DGS(005158819)|ES|Español|1986/1986|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158820|5158820|005158820_000001|Nacimientos 1986 - DGS(005158820)|Nacimientos 1986 - DGS(005158820)|ES|Español|1986/1986|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158821|5158821|005158821_000001|Nacimientos 1987 - DGS(005158821)|Nacimientos 1987 - DGS(005158821)|ES|Español|1987/1987|Olmos, Lambayeque, Lambayeque, Perú|Nacimiento|Nacimiento
5158822|5158822|005158822_000001|Defunciones 1929 - DGS(005158822)|Defunciones 1929 - DGS(005158822)|ES|Español|1929/1929|Lambayeque, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5158823|5158823|005158823_000001|Certificados de defunción 1988 - DGS(005158823)|Certificados de defunción 1988 - DGS(005158823)|ES|Español|1988/1988|Lambayeque, Lambayeque, Perú|Defunción|Defunción
5158824|5158824|005158824_000001|Defunciones 1989 - DGS(005158824)|Defunciones 1989 - DGS(005158824)|ES|Español|1989/1989|Lambayeque, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5158825|5158825|005158825_000001|Defunciones 1990 - DGS(005158825)|Defunciones 1990 - DGS(005158825)|ES|Español|1990/1990|Lambayeque, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5158826|5158826|005158826_000001|Certificados de defunción 1991 - DGS(005158826)|Certificados de defunción 1991 - DGS(005158826)|ES|Español|1991/1991|Lambayeque, Lambayeque, Perú|Defunción|Defunción
5158827|5158827|005158827_000001|Defunciones 1992 - DGS(005158827)|Defunciones 1992 - DGS(005158827)|ES|Español|1992/1992|Lambayeque, Lambayeque, Lambayeque, Perú|Defunción|Defunción
5158828|5158828|005158828_000001|Certificados de defunción 1993 - DGS(005158828)|Certificados de defunción 1993 - DGS(005158828)|ES|Español|1993/1993|Lambayeque, Lambayeque, Perú|Defunción|Defunción
5158829|5158829|005158829_000001|Certificados de defunción 1994 - DGS(005158829)|Certificados de defunción 1994 - DGS(005158829)|ES|Español|1994/1994|Lambayeque, Lambayeque, Perú|Defunción|Defunción
5158830|5158830|005158830_000001|Nacimientos 1927 - DGS(005158830)|Nacimientos 1927 - DGS(005158830)|ES|Español|1927/1927|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158831|5158831|005158831_000001|Nacimientos 1931 - DGS(005158831)|Nacimientos 1931 - DGS(005158831)|ES|Español|1931/1931|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158832|5158832|005158832_000001|Nacimientos 1935 - DGS(005158832)|Nacimientos 1935 - DGS(005158832)|ES|Español|1935/1935|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158833|5158833|005158833_000001|Nacimientos 1936 - DGS(005158833)|Nacimientos 1936 - DGS(005158833)|ES|Español|1936/1936|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158834|5158834|005158834_000001|Nacimientos 1937 - DGS(005158834)|Nacimientos 1937 - DGS(005158834)|ES|Español|1937/1937|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158835|5158835|005158835_000001|Nacimientos 1938 - DGS(005158835)|Nacimientos 1938 - DGS(005158835)|ES|Español|1938/1938|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158836|5158836|005158836_000001|Nacimientos 1940 - DGS(005158836)|Nacimientos 1940 - DGS(005158836)|ES|Español|1940/1940|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158837|5158837|005158837_000001|Nacimientos 1941 - DGS(005158837)|Nacimientos 1941 - DGS(005158837)|ES|Español|1941/1941|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158838|5158838|005158838_000001|Nacimientos 1942 - DGS(005158838)|Nacimientos 1942 - DGS(005158838)|ES|Español|1942/1942|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158839|5158839|005158839_000001|Nacimientos 1943 - DGS(005158839)|Nacimientos 1943 - DGS(005158839)|ES|Español|1943/1943|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158840|5158840|005158840_000001|Nacimientos 1945 - DGS(005158840)|Nacimientos 1945 - DGS(005158840)|ES|Español|1945/1945|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158841|5158841|005158841_000001|Nacimientos 1945 - DGS(005158841)|Nacimientos 1945 - DGS(005158841)|ES|Español|1945/1945|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158842|5158842|005158842_000001|Nacimientos 1947 - DGS(005158842)|Nacimientos 1947 - DGS(005158842)|ES|Español|1947/1947|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158843|5158843|005158843_000001|Nacimientos 1948 - DGS(005158843)|Nacimientos 1948 - DGS(005158843)|ES|Español|1948/1948|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158844|5158844|005158844_000001|Nacimientos 1949 - DGS(005158844)|Nacimientos 1949 - DGS(005158844)|ES|Español|1949/1949|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158845|5158845|005158845_000001|Nacimientos 1950 - DGS(005158845)|Nacimientos 1950 - DGS(005158845)|ES|Español|1950/1950|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158846|5158846|005158846_000001|Nacimientos 1951 - DGS(005158846)|Nacimientos 1951 - DGS(005158846)|ES|Español|1951/1951|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158847|5158847|005158847_000001|Nacimientos 1952 - DGS(005158847)|Nacimientos 1952 - DGS(005158847)|ES|Español|1952/1952|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158848|5158848|005158848_000001|Nacimientos 1953 - DGS(005158848)|Nacimientos 1953 - DGS(005158848)|ES|Español|1953/1953|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158849|5158849|005158849_000001|Nacimientos 1954 - DGS(005158849)|Nacimientos 1954 - DGS(005158849)|ES|Español|1954/1954|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158850|5158850|005158850_000001|Nacimientos 1955 - DGS(005158850)|Nacimientos 1955 - DGS(005158850)|ES|Español|1955/1955|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158851|5158851|005158851_000001|Nacimientos 1961 - DGS(005158851)|Nacimientos 1961 - DGS(005158851)|ES|Español|1961/1961|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158852|5158852|005158852_000001|Nacimientos 1961 - DGS(005158852)|Nacimientos 1961 - DGS(005158852)|ES|Español|1961/1961|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158853|5158853|005158853_000001|Nacimientos 1963 - DGS(005158853)|Nacimientos 1963 - DGS(005158853)|ES|Español|1963/1963|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158854|5158854|005158854_000001|Nacimientos 1964 - DGS(005158854)|Nacimientos 1964 - DGS(005158854)|ES|Español|1964/1964|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158855|5158855|005158855_000001|Nacimientos 1965 - DGS(005158855)|Nacimientos 1965 - DGS(005158855)|ES|Español|1965/1965|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158856|5158856|005158856_000001|Nacimientos 1966 - DGS(005158856)|Nacimientos 1966 - DGS(005158856)|ES|Español|1966/1966|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158857|5158857|005158857_000001|Nacimientos 1966 - DGS(005158857)|Nacimientos 1966 - DGS(005158857)|ES|Español|1966/1966|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158858|5158858|005158858_000001|Nacimientos 1967 - DGS(005158858)|Nacimientos 1967 - DGS(005158858)|ES|Español|1967/1967|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158859|5158859|005158859_000001|Nacimientos 1968 - DGS(005158859)|Nacimientos 1968 - DGS(005158859)|ES|Español|1968/1968|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158860|5158860|005158860_000001|Nacimientos 1969 - DGS(005158860)|Nacimientos 1969 - DGS(005158860)|ES|Español|1969/1969|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158861|5158861|005158861_000001|Nacimientos 1970 - DGS(005158861)|Nacimientos 1970 - DGS(005158861)|ES|Español|1970/1970|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158862|5158862|005158862_000001|Nacimientos 1974 - DGS(005158862)|Nacimientos 1974 - DGS(005158862)|ES|Español|1974/1974|Pimentel, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158934|5158934|005158934_000001|Nacimientos 1949 - DGS(005158934)|Nacimientos 1949 - DGS(005158934)|ES|Español|1949/1949|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158935|5158935|005158935_000001|Nacimientos 1949 - DGS(005158935)|Nacimientos 1949 - DGS(005158935)|ES|Español|1949/1949|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158936|5158936|005158936_000001|Nacimientos 1949 - DGS(005158936)|Nacimientos 1949 - DGS(005158936)|ES|Español|1949/1949|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158937|5158937|005158937_000001|Nacimientos 1949 - DGS(005158937)|Nacimientos 1949 - DGS(005158937)|ES|Español|1949/1949|Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158938|5158938|005158938_000001|Nacimientos 1949 - DGS(005158938)|Nacimientos 1949 - DGS(005158938)|ES|Español|1949/1949|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158939|5158939|005158939_000001|Nacimientos 1950 - DGS(005158939)|Nacimientos 1950 - DGS(005158939)|ES|Español|1950/1950|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5158940|5158940|005158940_000001|Nacimientos 1950 - DGS(005158940)|Nacimientos 1950 - DGS(005158940)|ES|Español|1950/1950|Chiclayo, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
