uad|dgs|folder|archive_reference|record_title|language_title|language|dates|locality|record_type|event_type
5162420|5162420|005162420_000001|Nacimientos 1945 - DGS(005162420)|Nacimientos 1945 - DGS(005162420)|ES|Español|1945/1945|Jaén, Cajamarca, Perú|Nacimiento|Nacimiento
5162421|5162421|005162421_000001|Nacimientos 1950 - DGS(005162421)|Nacimientos 1950 - DGS(005162421)|ES|Español|1950/1950|Jaén, Cajamarca, Perú|Nacimiento|Nacimiento
5162422|5162422|005162422_000001|Nacimientos 1953 - DGS(005162422)|Nacimientos 1953 - DGS(005162422)|ES|Español|1953/1953|Jaén, Cajamarca, Perú|Nacimiento|Nacimiento
5162423|5162423|005162423_000001|Nacimientos 1955 - DGS(005162423)|Nacimientos 1955 - DGS(005162423)|ES|Español|1955/1955|Jaén, Cajamarca, Perú|Nacimiento|Nacimiento
5162424|5162424|005162424_000001|Nacimientos 1958 - DGS(005162424)|Nacimientos 1958 - DGS(005162424)|ES|Español|1958/1958|Jaén, Cajamarca, Perú|Nacimiento|Nacimiento
5162447|5162447|005162447_000001|Nacimientos 1975 - DGS(005162447)|Nacimientos 1975 - DGS(005162447)|ES|Español|1975/1975|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162448|5162448|005162448_000001|Nacimientos 1976 - DGS(005162448)|Nacimientos 1976 - DGS(005162448)|ES|Español|1976/1976|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162449|5162449|005162449_000001|Nacimientos 1977 - DGS(005162449)|Nacimientos 1977 - DGS(005162449)|ES|Español|1977/1977|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162450|5162450|005162450_000001|Nacimientos 1979 - DGS(005162450)|Nacimientos 1979 - DGS(005162450)|ES|Español|1979/1979|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162451|5162451|005162451_000001|Nacimientos 1979 - DGS(005162451)|Nacimientos 1979 - DGS(005162451)|ES|Español|1979/1979|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162452|5162452|005162452_000001|Nacimientos 1979 - DGS(005162452)|Nacimientos 1979 - DGS(005162452)|ES|Español|1979/1979|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162453|5162453|005162453_000001|Nacimientos 1980 - DGS(005162453)|Nacimientos 1980 - DGS(005162453)|ES|Español|1980/1980|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162454|5162454|005162454_000001|Nacimientos 1981 - DGS(005162454)|Nacimientos 1981 - DGS(005162454)|ES|Español|1981/1981|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162455|5162455|005162455_000001|Nacimientos 1982 - DGS(005162455)|Nacimientos 1982 - DGS(005162455)|ES|Español|1982/1982|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162456|5162456|005162456_000001|Nacimientos 1982 - DGS(005162456)|Nacimientos 1982 - DGS(005162456)|ES|Español|1982/1982|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162457|5162457|005162457_000001|Nacimientos 1982 - DGS(005162457)|Nacimientos 1982 - DGS(005162457)|ES|Español|1982/1982|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162458|5162458|005162458_000001|Nacimientos 1983 - DGS(005162458)|Nacimientos 1983 - DGS(005162458)|ES|Español|1983/1983|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162459|5162459|005162459_000001|Nacimientos 1983 - DGS(005162459)|Nacimientos 1983 - DGS(005162459)|ES|Español|1983/1983|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162460|5162460|005162460_000001|Nacimientos 1984 - DGS(005162460)|Nacimientos 1984 - DGS(005162460)|ES|Español|1984/1984|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162461|5162461|005162461_000001|Nacimientos 1984 - DGS(005162461)|Nacimientos 1984 - DGS(005162461)|ES|Español|1984/1984|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162462|5162462|005162462_000001|Nacimientos 1984 - DGS(005162462)|Nacimientos 1984 - DGS(005162462)|ES|Español|1984/1984|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162463|5162463|005162463_000001|Nacimientos 1984 - DGS(005162463)|Nacimientos 1984 - DGS(005162463)|ES|Español|1984/1984|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162464|5162464|005162464_000001|Nacimientos 1985 - DGS(005162464)|Nacimientos 1985 - DGS(005162464)|ES|Español|1985/1985|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162465|5162465|005162465_000001|Nacimientos 1985 - DGS(005162465)|Nacimientos 1985 - DGS(005162465)|ES|Español|1985/1985|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162466|5162466|005162466_000001|Nacimientos 1986 - DGS(005162466)|Nacimientos 1986 - DGS(005162466)|ES|Español|1986/1986|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162467|5162467|005162467_000001|Nacimientos 1986 - DGS(005162467)|Nacimientos 1986 - DGS(005162467)|ES|Español|1986/1986|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162468|5162468|005162468_000001|Nacimientos 1985 - DGS(005162468)|Nacimientos 1985 - DGS(005162468)|ES|Español|1985/1985|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162469|5162469|005162469_000001|Nacimientos 1986 - DGS(005162469)|Nacimientos 1986 - DGS(005162469)|ES|Español|1986/1986|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162470|5162470|005162470_000001|Nacimientos 1987 - DGS(005162470)|Nacimientos 1987 - DGS(005162470)|ES|Español|1987/1987|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162471|5162471|005162471_000001|Nacimientos 1987 - DGS(005162471)|Nacimientos 1987 - DGS(005162471)|ES|Español|1987/1987|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162472|5162472|005162472_000001|Nacimientos 1987 - DGS(005162472)|Nacimientos 1987 - DGS(005162472)|ES|Español|1987/1987|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162473|5162473|005162473_000001|Nacimientos 1988 - DGS(005162473)|Nacimientos 1988 - DGS(005162473)|ES|Español|1988/1988|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162474|5162474|005162474_000001|Nacimientos 1988 - DGS(005162474)|Nacimientos 1988 - DGS(005162474)|ES|Español|1988/1988|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162475|5162475|005162475_000001|Nacimientos 1988 - DGS(005162475)|Nacimientos 1988 - DGS(005162475)|ES|Español|1988/1988|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162476|5162476|005162476_000001|Nacimientos 1989 - DGS(005162476)|Nacimientos 1989 - DGS(005162476)|ES|Español|1989/1989|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162477|5162477|005162477_000001|Nacimientos 1989 - DGS(005162477)|Nacimientos 1989 - DGS(005162477)|ES|Español|1989/1989|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162478|5162478|005162478_000001|Nacimientos 1989 - DGS(005162478)|Nacimientos 1989 - DGS(005162478)|ES|Español|1989/1989|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162479|5162479|005162479_000001|Nacimientos 1990 - DGS(005162479)|Nacimientos 1990 - DGS(005162479)|ES|Español|1990/1990|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162480|5162480|005162480_000001|Nacimientos 1990 - DGS(005162480)|Nacimientos 1990 - DGS(005162480)|ES|Español|1990/1990|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162481|5162481|005162481_000001|Nacimientos 1990 - DGS(005162481)|Nacimientos 1990 - DGS(005162481)|ES|Español|1990/1990|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162482|5162482|005162482_000001|Nacimientos 1991 - DGS(005162482)|Nacimientos 1991 - DGS(005162482)|ES|Español|1991/1991|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162483|5162483|005162483_000001|Nacimientos 1991 - DGS(005162483)|Nacimientos 1991 - DGS(005162483)|ES|Español|1991/1991|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162484|5162484|005162484_000001|Nacimientos 1992 - DGS(005162484)|Nacimientos 1992 - DGS(005162484)|ES|Español|1992/1992|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162485|5162485|005162485_000001|Nacimientos 1992 - DGS(005162485)|Nacimientos 1992 - DGS(005162485)|ES|Español|1992/1992|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162486|5162486|005162486_000001|Nacimientos 1992 - DGS(005162486)|Nacimientos 1992 - DGS(005162486)|ES|Español|1992/1992|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162487|5162487|005162487_000001|Nacimientos 1993 - DGS(005162487)|Nacimientos 1993 - DGS(005162487)|ES|Español|1993/1993|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162488|5162488|005162488_000001|Nacimientos 1993 - DGS(005162488)|Nacimientos 1993 - DGS(005162488)|ES|Español|1993/1993|Picsi, Chiclayo, Lambayeque, Perú|Nacimiento|Nacimiento
5162589|5162589|005162589_000001|Matrimonios 1978 - DGS(005162589)|Matrimonios 1978 - DGS(005162589)|ES|Español|1978/1978|Chirinos, San Ignacio, Cajamarca, Perú|Matrimonio|Matrimonio
5162590|5162590|005162590_000001|Matrimonios 1977 - DGS(005162590)|Matrimonios 1977 - DGS(005162590)|ES|Español|1977/1977|Chirinos, San Ignacio, Cajamarca, Perú|Matrimonio|Matrimonio
5162591|5162591|005162591_000001|Matrimonios 1979 - DGS(005162591)|Matrimonios 1979 - DGS(005162591)|ES|Español|1979/1979|Chirinos, San Ignacio, Cajamarca, Perú|Matrimonio|Matrimonio
5162592|5162592|005162592_000001|Matrimonios 1980 - DGS(005162592)|Matrimonios 1980 - DGS(005162592)|ES|Español|1980/1980|Chirinos, San Ignacio, Cajamarca, Perú|Matrimonio|Matrimonio
5162593|5162593|005162593_000001|Matrimonios 1981 - DGS(005162593)|Matrimonios 1981 - DGS(005162593)|ES|Español|1981/1981|Chirinos, San Ignacio, Cajamarca, Perú|Matrimonio|Matrimonio
5162594|5162594|005162594_000001|Matrimonios 1982 - DGS(005162594)|Matrimonios 1982 - DGS(005162594)|ES|Español|1982/1982|Chirinos, San Ignacio, Cajamarca, Perú|Matrimonio|Matrimonio
5162595|5162595|005162595_000001|Matrimonios 1983 - DGS(005162595)|Matrimonios 1983 - DGS(005162595)|ES|Español|1983/1983|Chirinos, San Ignacio, Cajamarca, Perú|Matrimonio|Matrimonio
5162596|5162596|005162596_000001|Matrimonios 1984 - DGS(005162596)|Matrimonios 1984 - DGS(005162596)|ES|Español|1984/1984|Chirinos, San Ignacio, Cajamarca, Perú|Matrimonio|Matrimonio
